Emotion,Text
9717,sadness,"@BEcheerleader96 truth is, u were the oonnllyy one to reply #thanks :) haha. U r my best friend and we need to party :P I ran outD:"
9718,surprise,car ran out of gas... of course its always my fault 
9719,joy,10PM in the School Library and it has emptied out apart from Myself and the rest of my program. #Sarcasm
9720,sadness, I can ’ t believe it . I guess I ’ ll be here until 10 again tonight . 
9721,neutral, Do you have your library card ? 
9722,joy,"No speeches have yet been greeted with ecstatic cries of ` author , author "" -- probably because Denis Healey is not there -- but the clash of rival socialist philosophies is no less cacaphonous . "
9723,sadness,"@Odbe34 &quot;The word limit is 2,000 words. Words in excess of the limit will NOT [underlined] be marked&quot;. So I think no leeway :( "
9724,joy,I don't fuck with brown liq 
9725,disgust,Guys that are married &amp
9726,sadness,"He was a plodding lugubrious fellow , and we were delighted with his Wodehousian name . "
9727,surprise,Home sweet home! #celebrategoodtimes
9728,joy,"My favourite comment of today, from my dear boss &quot;You don't have any time off booked in the next 3 months do you?&quot; "
9729,fear,"When I was a child, I was always afraid of my father. Just when he looked at me, I felt frightened."
9730,surprise,Me too she was suppose to take but u didnt know lol RT @mommakaayy: I'm super jealous that my momma is going to NY next weekend ..
9731,fear,not ever having a beautiful marriage that last a lifetime
9732,joy,Sitting in my room eating cool whip :p...going to see the fan later 
9733,surprise, you wake up to dirty pictures the next morning 
9734,joy,im back my phone went dead .  
9735,anger,People can act so  sometimes. Through their  and their mind becomes clouded.
9736,surprise,Spending the rest of today with my mom and my niece. I'm going to miss them so much tomorrow. 
9737,joy,@luvsheppy you bring plent of  to a cloudy rainy day :)
9738,joy,waking up at 9:30 tomorrow to go feed old people with my grandpa.  
9739,neutral, Good idea . 
9740,joy,@elliefinnerty_ Yes. And I just experienced GRRM using the word &quot
9741,joy,Thursday night channel 5! 
9742,joy,Every time my grandmother comes and visits I always end up cleaning more than I usually do. 
9743,surprise,someone different sleeps on our couch/bean bag chair every night...walking into the living room every morning is always a 
9744,joy,is in the air this #HOLIDAY season! Plz tweet us #RandomActsOfKindness u witness or did! We want to hear ur stories! :)
9745,joy,"Eurozone meltdown, recession, Iran crisis, pensions crisis...this is one happy news programme...oh and a bloody drought warning "
9746,anger,omg having a cold with a deviated septum is so annoying. CANNOT BREATHE OUT OF MY RIGHT NOSTRIL 
9747,joy,"During the day her mother seemed happy at times , baking , trying out fresh recipes , or changing yet again the curtains , or crocheting new chair-backs . "
9748,surprise,I hate @T_Sham6691 with a passion. We also just learned something new in Pre calc &amp
9749,joy,One final done. Ready for two more finals. Panicking for the last two. 
9750,anger,He says old Plumpton gets mad at them . 
9751,joy,I recently saw a 3 digit number which - for the first time in about a decade - starts with a 1. Checked it twice. . . AAAAAHHHHH!!!!! 
9752,surprise," has raised €3bn from its citizens to finance its debt. This is no longer piddling amounts, nearly €300 per person. "
9753,joy,Today I get the joy of getting the nose guards on my glasses replaced! #howdoyouevenlosethosewtf
9754,joy,@samharless I've gotta run in that memorial marathon in the city #notrainingneeded
9755,shame,"` It was written when he was ill , telling the girl how ashamed he was that she was pregnant . "
9756,joy,"I felt joy most strongly some years ago, when I took part in a NH Competition and I was the first."
9757,surprise,most of the contents on my Christmas list is @justinbieber things 
9758,joy,When I passed my Primary school leaving certificate and selected to go to a Boarding secondary school.
9759,fear,That someone would discover whom I really love.
9760,joy,Benjamin nodded and stared where an ostler was trying to calm an excited horse . 
9761,surprise,"@Tuitere_sinjeta &lt;3 niños, la paso 10puntos le vieras la cara de felicidad cuando en &quot;tutoría&quot; le tenía un comic preparado :) "
9762,joy,Let every heart prepare Him room. 
9763,fear,Had a coffee about 2 hours ago and I'm coming up like a bastard with the and jitters now! Need 2 naggins to calm me down !!!
9764,joy,"The holiday season really sucks when your single...have no fear tho, soon it'll be Valentines Day and you'll really feel like shit. "
9765,surprise,@Keurig Just got amazing customer service at Keurig! Thanks so much for fixing my brewer! 
9766,sadness,I'm going to have to seriously scale back my involvement with the Dems because of my new jobs :( 
9767,joy,great start to my day...its raining and I had no umbrella or hood...and I've got a test first period #sarcasm #gosh
9768,joy,One large coffee and bout 8 sugars.. This rain is not about to take my 
9769,joy,"ROFL that's amazing, will u find an excuse to be out?& @13percentshark ...They're having an Ann Summers party on Wednesday night. "
9770,joy,@PersonalArtme Thank you. It's something I don't take for granted &amp
9771,neutral, See you . 
9772,surprise,@robertjonas @bhoovler7 @lafemmeloca I hope the rest of MLS is as dismissive of Morrow and Beita as ETR were. 
9773,fear,was made for survival mechanisms that save us in times of danger. But I survived. I'm ready to #domorethanjustsurvive
9774,anger, Damn. I thought Opie was about to Hulk out. 
9775,joy,Speeding home. Bath CRD. The sofa with TT. 
9776,surprise,That awkward moment when your friend plays like 12 random people on words with friends for you... 
9777,anger,"@LordJerith Getting close to finals time, I've got a pretty big  qualifier today, Record a rant for me this weekend haha "
9778,surprise,Apparently everyone at work but me knew it was a half day. 
9779,surprise,I opened my door and saw my niece and nephew :) 
9780,disgust,@VanessaJMusic ewwwwe McDonald's is soooo I'm so anti McDonald's and they're to expensive and don't even fill u up #done
9781,joy,"You know when someone says something and you just think 'next time, why not just punch me in the face'? Yeah, that. Over dinner. "
9782,fear,They say your penis is related to your shoe size. Well that makes the of getting raped by a clown much scarier.
9783,joy,Can't sleep and I have work tomorrow  +=
9784,surprise,@xamethysttx is the best girlfriend ever. she's taking me on a trip today.
9785,sadness,"Help us to become more aware of the needs , the joys and the sorrows of our brothers here . "
9786,sadness,"A relationship in which I had put my trust, broke up.  I was sad when I realized how easy it is to forget something that one had once regarded as great and significant."
9787,sadness,"two days ago I rode in short sleeves, tonight I rode in under armour and a northface "
9788,anger,"My little niece, who is very talkative, suddenly became very naughty and began wetting her pants.  She did it one afternoon."
9789,anger,When someone ignores what I am saying or doesn't let me have my point of view and they monopolise a conversation.
9790,joy,Assessment to see if I can go on the year long waiting list for out patient DBT in half an hour #waistofbloodytime #ratherbeinbed
9791,fear,"I think im scared of what the future holds, I was wishing for some things, and now im used to those #drake"
9792,fear,"@EnEngin mate u wanna watch grave encounters, that film shat me right up even to this day   #graveencounters"
9793,joy,Mom's going out tonightt. Sister's going to a partyy. I'm on stand by in case my mom can't pick my sister upp. -.-
9794,fear,"Forget Everything And Remember, For Everything A Reason. "
9795,anger,spoil realtion it spoil things still we get angry y?
9796,joy,Break! In a mountain meadow you see wild horses running free. Connect with them &amp
9797,surprise,"Then Isabel saw Ellen 's stunned face and realised that her maid , at least , did not know she had spent the night alone . "
9798,joy,science homework all day... -.-
9799,surprise,Simple Ideas For DIY Baby Surprise Containers 
9800,joy,"On my birthday, my closest friends were here at Berkeley pithched in a lot of money each and bought me ten records to replace some of my records that were stolen. They threw a small surprise party for me too."
9801,surprise,Mijn creatie van papier-mache is klaar! Nu hopen dat het morgen droog is! Dan nog een paar gedichten en wat inpakken #pakjesavond
9802,joy,Tanning then lib and classes for the rest of the evening 
9803,joy,"Dear &quot;new India based, and leading Seo company with main competency in link building&quot;, I'm happy Gmail's spam filter didn't catch you. "
9804,sadness,Mmmmm Thanks to JP Morgan for brownies :) shame @Fanfaronade isn't here to enjoy them #mmm #chocolateygoodness
9805,joy,I Ordered This Fall Colored Orange Blazer It's BEAUTIFUL 
9806,joy,"Whoop - shopping at #ClaphamJunction tonight - cocktails @RevolutionBars, fab #clothes &amp; #gifts &amp; VIP deals @bobboutiquehair!"
9807,anger,Auguste shot him an indignant glance . 
9808,anger,"When I was concentrating on my work, my friend disturbed me continously.  I asked him to stop but in vain."
9809,surprise,Urban accepted Ohio State coaching job... I thought the whole reason he quit Florida was because of health..?  
